Event,Time,Date,TimeStamp [ms],ADC1,ADC2,SiPM [mV],Temp [C],Presure [Pa],DeadTime [us],Coincident
18644,19:39:37,6/11/21,13882080,153,7,8.1,25.93,102576.06,52397,0
18645,19:39:37,6/11/21,13882419,370,8,11.86,25.93,102576.06,3952,0
18646,19:39:37,6/11/21,13882435,357,7,11.68,25.93,102576.06,1848,0
18647,19:39:38,6/11/21,13882835,242,7,10.13,25.93,102576.06,52401,0
18648,19:39:39,6/11/21,13883949,138,7,7.67,25.94,102576.47,52402,0
18649,19:39:40,6/11/21,13884725,970,532,91.42,25.94,102576.47,52402,0
18650,19:39:40,6/11/21,13884911,978,580,100.4,25.94,102576.13,1852,0
18651,19:39:40,6/11/21,13884995,444,8,12.44,25.94,102576.13,3812,0
18652,19:39:40,6/11/21,13885593,867,85,27.18,25.94,102576.13,52397,0
18653,19:39:42,6/11/21,13886710,102,7,6.64,25.94,102576.72,52401,0
18654,19:39:42,6/11/21,13886840,517,9,13.07,25.94,102576.72,1849,0
18655,19:39:42,6/11/21,13887383,440,8,12.41,25.94,102577.3,1849,0
18656,19:39:42,6/11/21,13887412,141,7,7.76,25.94,102577.3,1848,0
18657,19:39:43,6/11/21,13888223,724,17,17.28,25.94,102577.47,52400,0
18658,19:39:43,6/11/21,13888628,164,7,8.4,25.94,102577.47,54417,0
18659,19:39:44,6/11/21,13888942,122,8,7.21,25.94,102577.47,1850,0
18660,19:39:44,6/11/21,13888974,205,7,9.4,25.94,102577.47,1848,0
18661,19:39:44,6/11/21,13889058,549,8,13.26,25.94,102577.47,1849,0
18662,19:39:44,6/11/21,13889086,63,7,5.91,25.94,102577.47,1848,0
18663,19:39:44,6/11/21,13889235,205,8,9.41,25.94,102577.47,1849,0
18664,19:39:44,6/11/21,13889487,214,7,9.59,25.94,102577.67,3808,0
18665,19:39:45,6/11/21,13890145,705,15,16.62,25.94,102577.84,52399,0
18666,19:39:47,6/11/21,13891635,77,8,6.08,25.94,102577.5,103698,0
18667,19:39:47,6/11/21,13891639,586,8,13.67,25.94,102577.5,1850,0
18668,19:39:47,6/11/21,13891968,301,7,11.04,25.94,102577.34,1848,0
18669,19:39:47,6/11/21,13892001,975,373,69.96,25.94,102577.34,1849,1
18670,19:39:47,6/11/21,13892406,962,162,41.08,25.94,102577.34,1851,0
18671,19:39:47,6/11/21,13892435,834,66,24.31,25.94,102577.34,3952,0
18672,19:39:48,6/11/21,13892778,980,798,142.68,25.95,102577.58,52402,0
18673,19:39:48,6/11/21,13893183,945,150,39.29,25.95,102577.58,1853,0
18674,19:39:48,6/11/21,13893559,272,8,10.65,25.95,102577.58,52401,0
18675,19:39:49,6/11/21,13894023,964,215,46.82,25.95,102577.41,1848,0
18676,19:39:50,6/11/21,13895378,178,7,8.76,25.95,102577.83,52402,0
18677,19:39:51,6/11/21,13896034,567,8,13.46,25.95,102577.83,54363,0
18678,19:39:52,6/11/21,13896776,609,9,14.14,25.95,102577.9,52400,0
18679,19:39:52,6/11/21,13897123,458,8,12.54,25.95,102577.9,1851,0
18680,19:39:52,6/11/21,13897127,703,13,16,25.95,102577.9,1848,0
18681,19:39:52,6/11/21,13897266,302,7,11.05,25.95,102577.9,1850,0
18682,19:39:52,6/11/21,13897319,558,8,13.36,25.95,102577.9,1849,0
18683,19:39:53,6/11/21,13897769,788,40,21.46,25.95,102577.73,52398,0
18684,19:39:53,6/11/21,13897877,104,7,6.7,25.95,102577.73,3812,0
18685,19:39:53,6/11/21,13897945,973,321,60.64,25.95,102577.73,1851,0
18686,19:39:54,6/11/21,13898901,161,8,8.32,25.95,102577.39,52400,0
18687,19:39:54,6/11/21,13898994,253,7,10.32,25.95,102577.39,1848,0
18688,19:39:54,6/11/21,13899086,974,376,70.47,25.95,102577.64,1851,0
18689,19:39:54,6/11/21,13899334,937,146,38.64,25.95,102577.64,1851,1
18690,19:39:55,6/11/21,13899699,596,9,13.97,25.95,102577.47,54362,0
18691,19:39:55,6/11/21,13899910,98,6,6.54,25.95,102577.47,2595,0
18692,19:39:55,6/11/21,13900011,273,9,10.69,25.95,102577.3,1848,0
18693,19:39:55,6/11/21,13900182,688,12,15.63,25.95,102577.3,1850,0
18694,19:39:56,6/11/21,13901088,178,7,8.76,25.96,102577.52,52398,0
18695,19:39:56,6/11/21,13901109,224,9,9.82,25.96,102577.52,1850,0
18696,19:39:56,6/11/21,13901226,221,8,9.75,25.96,102577.52,1849,0
18697,19:39:56,6/11/21,13901310,383,8,11.98,25.96,102577.52,3948,0
18698,19:39:56,6/11/21,13901461,568,7,13.32,25.96,102577.52,1847,0
18699,19:39:56,6/11/21,13901551,466,8,12.59,25.96,102577.68,52399,0
18700,19:39:57,6/11/21,13902379,117,7,7.06,25.96,102577.68,1848,0
18701,19:39:58,6/11/21,13902966,230,7,9.91,25.96,102578.23,52400,0
18702,19:39:58,6/11/21,13903053,75,7,6.05,25.96,102578.23,1849,0
18703,19:39:58,6/11/21,13903388,919,124,34.69,25.96,102578.23,3809,0
18704,19:39:58,6/11/21,13903431,948,148,38.97,25.96,102578.39,1850,0
18705,19:39:58,6/11/21,13903447,929,137,37.1,25.96,102578.39,1851,0
18706,19:39:58,6/11/21,13903617,109,8,6.84,25.96,102578.39,52401,0
18707,19:39:59,6/11/21,13903784,601,8,13.84,25.96,102578.39,1847,0
18708,19:39:59,6/11/21,13904115,522,8,13.01,25.96,102578.23,1849,0
18709,19:39:59,6/11/21,13904151,555,8,13.33,25.96,102578.23,1847,0
18710,19:40:00,6/11/21,13904645,611,9,14.16,25.96,102578.23,54358,0
18711,19:40:00,6/11/21,13904761,748,16,17.02,25.96,102578.23,1851,0
18712,19:40:00,6/11/21,13905427,601,9,14.04,25.96,102578.06,1848,0
18713,19:40:00,6/11/21,13905456,451,8,12.49,25.96,102578.06,1849,0
18714,19:40:01,6/11/21,13905814,161,7,8.32,25.96,102578.06,52399,0
18715,19:40:01,6/11/21,13906051,106,8,6.75,25.96,102578.47,1850,0
18716,19:40:01,6/11/21,13906073,112,7,6.92,25.96,102578.47,3808,0
18717,19:40:01,6/11/21,13906238,453,8,12.5,25.96,102578.47,1850,0
18718,19:40:01,6/11/21,13906608,969,203,45.71,25.96,102578.13,52399,0
18719,19:40:02,6/11/21,13906968,970,324,61.17,25.96,102577.97,1850,0
18720,19:40:02,6/11/21,13907245,587,7,13.51,25.96,102577.97,1852,0
18721,19:40:02,6/11/21,13907569,421,8,12.28,25.96,102577.97,52401,0
18722,19:40:03,6/11/21,13907914,416,8,12.24,25.96,102577.97,1848,0
18723,19:40:03,6/11/21,13908111,134,7,7.55,25.96,102577.97,3810,0
18724,19:40:03,6/11/21,13908377,423,8,12.3,25.96,102578.21,1849,0
18725,19:40:04,6/11/21,13909234,544,8,13.21,25.96,102578.04,52398,0
18726,19:40:04,6/11/21,13909285,118,7,7.09,25.96,102578.04,1849,0
18727,19:40:04,6/11/21,13909354,172,7,8.61,25.96,102578.04,1849,0
18728,19:40:05,6/11/21,13909671,330,7,11.39,25.96,102578.04,52399,0
18729,19:40:05,6/11/21,13910361,645,9,14.49,25.97,102578.45,2595,0
18730,19:40:05,6/11/21,13910417,94,8,6.44,25.97,102578.45,3950,0
18731,19:40:05,6/11/21,13910443,657,10,14.85,25.97,102578.45,1849,0
18732,19:40:05,6/11/21,13910480,114,7,6.97,25.97,102578.45,1850,0
18733,19:40:06,6/11/21,13910704,541,8,13.18,25.97,102578.45,52401,0
18734,19:40:06,6/11/21,13910814,75,6,6.05,25.97,102578.28,1848,0
18735,19:40:06,6/11/21,13910858,516,8,12.96,25.97,102578.28,1848,0
18736,19:40:06,6/11/21,13910867,688,12,15.63,25.97,102578.28,3862,0
18737,19:40:06,6/11/21,13910989,755,25,19.26,25.97,102578.28,1850,0
18738,19:40:07,6/11/21,13912411,211,8,9.54,25.97,102577.95,52400,0
18739,19:40:07,6/11/21,13912453,97,7,6.51,25.97,102577.95,1848,0
18740,19:40:08,6/11/21,13912949,318,8,11.29,25.97,102577.95,52400,0
18741,19:40:08,6/11/21,13913032,149,8,7.99,25.97,102577.95,1849,0
18742,19:40:08,6/11/21,13913157,385,8,12,25.97,102577.95,1847,0
18743,19:40:09,6/11/21,13913989,125,7,7.29,25.97,102578.02,54359,0
18744,19:40:09,6/11/21,13914128,557,8,13.35,25.97,102578.02,1850,0
18745,19:40:09,6/11/21,13914360,802,43,21.81,25.97,102577.85,1848,0
18746,19:40:09,6/11/21,13914425,183,7,8.89,25.97,102577.85,1850,0
18747,19:40:09,6/11/21,13914566,145,7,7.87,25.97,102577.85,52401,0
18748,19:40:09,6/11/21,13914580,364,7,11.75,25.97,102577.85,1850,0
18749,19:40:10,6/11/21,13915417,235,7,10,25.97,102578.27,3811,0
18750,19:40:10,6/11/21,13915481,62,7,5.9,25.97,102578.27,1851,0
18751,19:40:10,6/11/21,13915583,720,16,16.98,25.97,102578.27,52400,0
18752,19:40:11,6/11/21,13916032,212,7,9.55,25.97,102578.09,1848,0
18753,19:40:11,6/11/21,13916426,80,7,6.13,25.97,102577.93,1851,0
18754,19:40:12,6/11/21,13916919,541,8,13.18,25.97,102578.17,52399,0
18755,19:40:12,6/11/21,13917168,860,89,27.83,25.97,102578.17,1849,0
18756,19:40:13,6/11/21,13918142,457,8,12.53,25.97,102578.17,54361,0
18757,19:40:13,6/11/21,13918299,563,8,13.41,25.97,102578.17,1849,0
18758,19:40:13,6/11/21,13918317,133,8,7.53,25.97,102578.17,1847,0
18759,19:40:13,6/11/21,13918327,976,379,70.98,25.97,102578.17,1847,0
18760,19:40:13,6/11/21,13918381,893,100,29.97,25.97,102578.17,1850,0
18761,19:40:13,6/11/21,13918409,158,7,8.23,25.97,102578.17,1850,0
18762,19:40:14,6/11/21,13919120,302,8,11.09,25.98,102578.38,54360,0
18763,19:40:14,6/11/21,13919445,93,7,6.42,25.98,102578.38,1849,0
18764,19:40:16,6/11/21,13920798,258,7,10.4,25.98,102578.05,102952,0
18765,19:40:16,6/11/21,13921062,964,190,44.43,25.98,102578.45,2595,0
18766,19:40:17,6/11/21,13921681,83,7,6.19,25.98,102578.45,52400,0
18767,19:40:17,6/11/21,13921841,924,132,36.19,25.98,102578.45,1851,0
18768,19:40:17,6/11/21,13922173,772,28,19.85,25.98,102578.7,1851,0
18769,19:40:17,6/11/21,13922267,827,69,24.67,25.98,102578.7,3952,0
18770,19:40:18,6/11/21,13922753,147,7,7.93,25.98,102578.7,52403,0
18771,19:40:19,6/11/21,13923832,73,8,6.02,25.98,102578.53,52403,0
18772,19:40:19,6/11/21,13923981,548,7,13.12,25.98,102578.95,1848,0
18773,19:40:19,6/11/21,13923983,923,127,35.26,25.98,102578.95,1851,0
18774,19:40:19,6/11/21,13924276,161,7,8.32,25.98,102578.95,1850,0
18775,19:40:20,6/11/21,13924657,386,9,12.06,25.98,102578.77,54361,0
18776,19:40:20,6/11/21,13924731,464,8,12.58,25.98,102578.77,1851,0
18777,19:40:20,6/11/21,13924820,109,7,6.83,25.98,102578.77,1846,0
18778,19:40:21,6/11/21,13926094,605,8,13.89,25.99,102578.68,52401,0
18779,19:40:21,6/11/21,13926268,671,10,14.92,25.99,102578.68,1849,0
18780,19:40:21,6/11/21,13926278,656,10,14.85,25.99,102578.68,1850,0
18781,19:40:21,6/11/21,13926494,978,404,74.93,25.99,102578.52,1849,0
18782,19:40:22,6/11/21,13926636,157,7,8.21,25.99,102578.52,54416,0
18783,19:40:22,6/11/21,13927197,688,12,15.63,25.99,102578.52,1850,0
18784,19:40:23,6/11/21,13928066,694,13,15.97,25.99,102578.75,52399,0
18785,19:40:23,6/11/21,13928149,588,8,13.7,25.99,102578.75,1851,0
18786,19:40:24,6/11/21,13928741,683,13,15.91,25.99,102578.97,52398,0
18787,19:40:24,6/11/21,13929038,140,7,7.73,25.99,102578.97,1851,0
18788,19:40:24,6/11/21,13929063,436,8,12.39,25.99,102578.97,3810,0
18789,19:40:24,6/11/21,13929189,967,249,50.14,25.99,102578.97,1849,0
18790,19:40:24,6/11/21,13929204,85,7,6.23,25.99,102578.97,1849,0
18791,19:40:24,6/11/21,13929326,636,8,14.16,25.99,102578.8,1849,0
18792,19:40:25,6/11/21,13929639,679,11,15.27,25.99,102578.8,52398,0
18793,19:40:25,6/11/21,13930453,130,7,7.44,25.99,102578.84,2816,0
18794,19:40:26,6/11/21,13930666,685,11,15.29,25.99,102578.84,52402,0
18795,19:40:26,6/11/21,13930970,259,7,10.42,25.99,102578.67,3953,0
18796,19:40:26,6/11/21,13931050,787,30,20.2,25.99,102578.67,1850,0
18797,19:40:26,6/11/21,13931160,952,157,40.36,25.99,102578.67,1850,0
18798,19:40:28,6/11/21,13932676,569,8,13.48,26,102578.75,102952,0
18799,19:40:28,6/11/21,13932938,428,8,12.33,26,102578.75,1849,0
18800,19:40:28,6/11/21,13932948,181,11,8.87,26,102578.75,1847,0
18801,19:40:28,6/11/21,13933196,730,18,17.57,26,102578.58,3810,0
18802,19:40:28,6/11/21,13933327,146,7,7.9,26,102578.58,1850,0
18803,19:40:28,6/11/21,13933397,398,8,12.1,26,102578.58,1850,0
18804,19:40:28,6/11/21,13933450,64,7,5.91,26,102578.58,1847,0
18805,19:40:29,6/11/21,13933687,115,8,7.01,26,102578.58,52398,0
18806,19:40:29,6/11/21,13933757,154,7,8.12,26,102578.58,1849,0
18807,19:40:29,6/11/21,13934049,91,8,6.37,26,102578.58,1849,0
18808,19:40:29,6/11/21,13934340,79,7,6.12,26,102578.58,3808,0
18809,19:40:30,6/11/21,13934641,148,7,7.96,26,102578.99,52401,0
18810,19:40:30,6/11/21,13934844,210,7,9.51,26,102578.99,1849,0
18811,19:40:30,6/11/21,13935312,903,109,31.74,26,102578.83,1849,0
18812,19:40:30,6/11/21,13935479,250,8,10.29,26,102578.83,1850,0
18813,19:40:31,6/11/21,13935977,88,8,6.3,26,102578.66,52396,0
18814,19:40:32,6/11/21,13936734,558,8,13.36,26,102578.48,52401,0
18815,19:40:32,6/11/21,13936790,913,123,34.48,26,102578.48,3810,0
18816,19:40:32,6/11/21,13936928,68,7,5.95,26,102578.48,1850,0
18817,19:40:32,6/11/21,13937175,538,8,13.15,26,102578.31,1849,0
18818,19:40:32,6/11/21,13937251,732,20,18.09,26,102578.31,1848,0
18819,19:40:33,6/11/21,13938078,233,8,9.98,26,102578.73,52400,0
18820,19:40:33,6/11/21,13938402,918,120,33.92,26,102578.73,1850,0
18821,19:40:35,6/11/21,13940003,446,8,12.46,26,102578.8,104911,0
18822,19:40:35,6/11/21,13940387,909,113,32.53,26,102578.8,2814,0
18823,19:40:35,6/11/21,13940406,191,8,9.09,26,102578.8,1850,0
18824,19:40:36,6/11/21,13940888,184,8,8.92,26,102578.63,52399,0
18825,19:40:36,6/11/21,13941274,731,18,17.58,26.01,102579.05,1849,0
18826,19:40:37,6/11/21,13941742,194,7,9.15,26.01,102579.05,52399,0
18827,19:40:37,6/11/21,13941783,236,7,10.02,26.01,102579.05,1850,0
18828,19:40:37,6/11/21,13941902,622,9,14.29,26.01,102579.05,3952,0
18829,19:40:37,6/11/21,13941952,585,8,13.66,26.01,102578.88,1852,0
18830,19:40:37,6/11/21,13942229,852,76,25.71,26.01,102578.88,1854,0
18831,19:40:38,6/11/21,13943303,792,42,21.68,26.01,102578.88,52409,0
18832,19:40:39,6/11/21,13943730,68,6,5.95,26.01,102579.09,52407,0
18833,19:40:39,6/11/21,13944406,629,9,14.36,26.01,102578.75,1849,0
18834,19:40:40,6/11/21,13944904,95,7,6.46,26.01,102578.59,54361,0
18835,19:40:40,6/11/21,13945090,176,8,8.72,26.01,102578.59,1851,0
18836,19:40:40,6/11/21,13945144,786,32,20.49,26.01,102578.59,1847,0
18837,19:40:40,6/11/21,13945417,371,7,11.81,26.01,102579,1848,0
18838,19:40:41,6/11/21,13945728,906,116,33.11,26.01,102579,52401,0
18839,19:40:41,6/11/21,13945820,579,7,13.43,26.01,102579,1851,0
18840,19:40:41,6/11/21,13946582,112,7,6.92,26.01,102578.66,52400,0
18841,19:40:42,6/11/21,13946968,286,7,10.83,26.01,102578.66,3810,0
18842,19:40:43,6/11/21,13947864,81,7,6.15,26.01,102578.9,52401,0
18843,19:40:43,6/11/21,13948123,485,7,12.62,26.01,102578.9,1850,0
18844,19:40:43,6/11/21,13948578,960,174,42.64,26.01,102578.9,52400,0
18845,19:40:44,6/11/21,13949431,365,8,11.81,26.01,102578.73,1850,0
18846,19:40:45,6/11/21,13949685,519,8,12.98,26.01,102578.73,52399,0
18847,19:40:45,6/11/21,13949871,637,8,14.16,26.02,102578.98,4916,0
18848,19:40:45,6/11/21,13949884,726,17,17.28,26.02,102578.98,1847,0
18849,19:40:45,6/11/21,13950296,426,8,12.32,26.02,102578.98,1850,0
18850,19:40:45,6/11/21,13950356,82,7,6.17,26.02,102578.98,1847,0
18851,19:40:45,6/11/21,13950493,103,7,6.67,26.02,102578.98,1849,0
18852,19:40:46,6/11/21,13950821,289,8,10.91,26.02,102578.98,52402,0
18853,19:40:46,6/11/21,13950892,656,9,14.55,26.02,102578.98,1849,0
18854,19:40:46,6/11/21,13951197,65,8,5.92,26.02,102578.98,3811,0
18855,19:40:46,6/11/21,13951458,75,7,6.05,26.02,102578.98,1847,0
18856,19:40:47,6/11/21,13951884,157,7,8.21,26.02,102578.98,52399,0
18857,19:40:47,6/11/21,13952286,574,8,13.54,26.02,102578.8,1850,0
18858,19:40:48,6/11/21,13952636,695,12,15.65,26.02,102578.8,52399,0
18859,19:40:48,6/11/21,13952721,786,39,21.35,26.02,102579.22,1850,0
18860,19:40:48,6/11/21,13952757,826,57,23.26,26.02,102579.22,3866,0
18861,19:40:48,6/11/21,13952935,557,8,13.35,26.02,102579.22,1849,0
18862,19:40:48,6/11/21,13953326,511,8,12.92,26.02,102579.05,1848,0
18863,19:40:48,6/11/21,13953466,973,320,60.46,26.02,102579.05,1847,0
18864,19:40:48,6/11/21,13953590,173,8,8.64,26.02,102579.05,52401,0
18865,19:40:49,6/11/21,13953717,959,212,46.55,26.02,102578.88,1849,0
18866,19:40:49,6/11/21,13954057,903,108,31.54,26.02,102578.88,1853,0
18867,19:40:49,6/11/21,13954073,712,14,16.34,26.02,102578.88,3811,0
18868,19:40:49,6/11/21,13954212,683,11,15.28,26.02,102578.88,1851,0
18869,19:40:49,6/11/21,13954222,472,8,12.63,26.02,102578.88,1851,0
18870,19:40:49,6/11/21,13954426,416,8,12.24,26.02,102578.88,1847,0
18871,19:40:49,6/11/21,13954489,934,143,38.14,26.02,102578.88,1847,0
18872,19:40:50,6/11/21,13954721,678,11,15.27,26.02,102578.88,52402,0
18873,19:40:50,6/11/21,13954864,248,8,10.26,26.02,102578.88,3812,0
18874,19:40:50,6/11/21,13954920,732,18,17.58,26.02,102578.88,1848,0
18875,19:40:50,6/11/21,13955205,584,9,13.82,26.02,102578.72,1850,0
18876,19:40:50,6/11/21,13955580,835,67,24.44,26.02,102578.72,52403,0
18877,19:40:51,6/11/21,13955811,84,5,6.21,26.02,102578.92,1849,0
18878,19:40:51,6/11/21,13955852,100,7,6.59,26.02,102578.92,1850,0
18879,19:40:51,6/11/21,13956391,166,7,8.45,26.02,102578.92,1849,0
18880,19:40:52,6/11/21,13956780,778,31,20.33,26.02,102578.92,54362,0
18881,19:40:52,6/11/21,13957171,617,8,14.01,26.02,102578.92,1852,0
18882,19:40:52,6/11/21,13957378,150,7,8.01,26.02,102578.92,1847,0
18883,19:40:53,6/11/21,13957676,59,7,5.89,26.02,102579.17,52401,0
18884,19:40:53,6/11/21,13957897,769,29,20.01,26.02,102579.17,2042,0
18885,19:40:53,6/11/21,13957921,408,8,12.18,26.02,102579.17,1850,0
18886,19:40:54,6/11/21,13958680,964,223,47.56,26.02,102578.83,52400,0
18887,19:40:54,6/11/21,13958730,621,8,14.04,26.02,102578.83,3812,0
18888,19:40:54,6/11/21,13958805,957,161,40.94,26.02,102578.83,1848,0
18889,19:40:54,6/11/21,13958900,754,25,19.26,26.02,102578.83,1851,0
18890,19:40:54,6/11/21,13958980,653,10,14.83,26.02,102578.83,1850,0
18891,19:40:54,6/11/21,13959069,667,10,14.91,26.02,102578.66,1850,0
18892,19:40:54,6/11/21,13959188,290,8,10.92,26.02,102578.66,1849,0
18893,19:40:54,6/11/21,13959293,221,7,9.73,26.02,102578.66,3808,0
18894,19:40:54,6/11/21,13959321,89,6,6.32,26.02,102578.66,1848,0
18895,19:40:55,6/11/21,13960158,756,26,19.45,26.03,102578.53,52401,0
18896,19:40:55,6/11/21,13960356,164,7,8.4,26.03,102578.53,2817,0
18897,19:40:56,6/11/21,13961158,781,36,20.99,26.03,102578.53,52402,0
18898,19:40:56,6/11/21,13961411,122,7,7.2,26.03,102578.53,1852,0
18899,19:40:57,6/11/21,13961665,835,72,25.1,26.03,102578.37,52401,0
18900,19:40:57,6/11/21,13961845,636,9,14.42,26.03,102578.37,3953,0
18901,19:40:57,6/11/21,13962003,94,8,6.44,26.03,102578.78,1848,0
18902,19:40:57,6/11/21,13962031,927,133,36.38,26.03,102578.78,1848,0
18903,19:40:57,6/11/21,13962399,981,584,101.23,26.03,102578.78,1850,0
18904,19:40:57,6/11/21,13962586,649,9,14.52,26.03,102578.61,52401,0
18905,19:40:58,6/11/21,13962732,106,6,6.75,26.03,102578.61,1849,0
18906,19:40:58,6/11/21,13963274,653,9,14.54,26.03,102578.45,3865,0
18907,19:40:59,6/11/21,13963710,522,8,13.01,26.03,102578.45,52399,0
18908,19:40:59,6/11/21,13964073,667,10,14.91,26.03,102578.27,1848,0
18909,19:41:00,6/11/21,13964950,977,674,121.49,26.03,102578.34,52402,0
18910,19:41:01,6/11/21,13965721,963,254,50.7,26.03,102578.52,52405,0
18911,19:41:01,6/11/21,13965783,68,7,5.95,26.03,102578.52,1852,0
18912,19:41:01,6/11/21,13966223,114,8,6.98,26.03,102578.34,1849,0
18913,19:41:01,6/11/21,13966376,750,23,18.84,26.03,102578.77,3808,0
18914,19:41:02,6/11/21,13966660,134,7,7.55,26.03,102578.77,52401,0
18915,19:41:02,6/11/21,13967364,512,8,12.92,26.03,102578.42,1851,0
18916,19:41:03,6/11/21,13967857,517,8,12.97,26.03,102578.42,52398,0
18917,19:41:04,6/11/21,13968674,729,18,17.57,26.03,102578.25,52400,0
18918,19:41:04,6/11/21,13968781,793,46,22.08,26.04,102578.84,1852,0
18919,19:41:04,6/11/21,13968799,897,101,30.17,26.04,102578.84,3811,0
18920,19:41:05,6/11/21,13969982,187,7,8.98,26.04,102578.66,52401,0
18921,19:41:05,6/11/21,13970348,89,7,6.32,26.04,102578.66,2815,0
18922,19:41:05,6/11/21,13970378,672,10,14.92,26.04,102578.66,1849,0
18923,19:41:05,6/11/21,13970603,753,23,18.85,26.04,102578.66,52402,0
18924,19:41:08,6/11/21,13972691,205,8,9.41,26.04,102578.58,102952,0
18925,19:41:08,6/11/21,13972944,826,64,24.05,26.04,102578.58,1849,0
18926,19:41:08,6/11/21,13973205,147,8,7.93,26.04,102578.58,3949,0
18927,19:41:09,6/11/21,13973640,90,7,6.34,26.04,102578.78,52398,0
18928,19:41:09,6/11/21,13974102,472,8,12.63,26.04,102578.78,1850,0
18929,19:41:09,6/11/21,13974119,155,7,8.15,26.04,102578.62,1846,0
18930,19:41:09,6/11/21,13974333,86,7,6.26,26.04,102578.62,1849,0
18931,19:41:09,6/11/21,13974415,988,780,139.05,26.04,102578.62,1850,0
18932,19:41:10,6/11/21,13974702,149,7,7.98,26.04,102578.62,54362,0
18933,19:41:10,6/11/21,13975018,743,22,18.6,26.04,102578.62,1851,0
18934,19:41:10,6/11/21,13975184,129,8,7.41,26.04,102578.45,1850,0
18935,19:41:11,6/11/21,13975742,88,7,6.3,26.04,102578.69,52399,0
18936,19:41:11,6/11/21,13976609,114,7,6.97,26.04,102578.52,52401,0
18937,19:41:12,6/11/21,13976726,81,7,6.15,26.04,102578.52,1848,0
18938,19:41:12,6/11/21,13977320,200,7,9.29,26.04,102578.52,1851,0
18939,19:41:13,6/11/21,13977901,781,33,20.62,26.05,102578.93,54362,0
18940,19:41:13,6/11/21,13978088,901,104,30.76,26.05,102578.77,1853,0
18941,19:41:13,6/11/21,13978261,633,9,14.4,26.05,102578.77,1849,0
18942,19:41:14,6/11/21,13978730,416,8,12.24,26.05,102578.77,52400,0
18943,19:41:14,6/11/21,13978935,133,7,7.52,26.05,102578.77,1849,0
18944,19:41:14,6/11/21,13979404,765,28,19.83,26.05,102578.59,1849,0
18945,19:41:14,6/11/21,13979409,204,7,9.38,26.05,102578.59,3811,0
18946,19:41:15,6/11/21,13980213,850,63,23.98,26.05,102578.84,52401,0
18947,19:41:15,6/11/21,13980384,805,46,22.11,26.05,102578.84,2817,0
18948,19:41:15,6/11/21,13980455,245,7,10.18,26.05,102578.67,1850,0
18949,19:41:16,6/11/21,13980752,388,8,12.02,26.05,102578.67,52400,0
18950,19:41:16,6/11/21,13980822,303,8,11.1,26.05,102578.67,1849,0
18951,19:41:18,6/11/21,13982665,964,311,58.9,26.05,102578.91,102951,0
18952,19:41:18,6/11/21,13982921,536,8,13.14,26.05,102578.91,3953,0
18953,19:41:18,6/11/21,13983433,975,514,88.73,26.05,102578.91,1847,0
18954,19:41:19,6/11/21,13984136,966,277,53.59,26.05,102578.91,52401,0
18955,19:41:20,6/11/21,13984870,666,10,14.9,26.05,102579.5,52404,0
18956,19:41:20,6/11/21,13985116,206,7,9.42,26.05,102579.5,1850,0
18957,19:41:20,6/11/21,13985214,375,8,11.91,26.05,102579.5,1849,0
18958,19:41:20,6/11/21,13985382,195,8,9.18,26.05,102579.33,3808,0
18959,19:41:21,6/11/21,13985928,69,7,5.96,26.05,102579.33,52400,0
18960,19:41:23,6/11/21,13987940,825,58,23.36,26.06,102580.05,102955,0
18961,19:41:23,6/11/21,13988553,158,7,8.23,26.06,102579.88,52404,0
18962,19:41:24,6/11/21,13989158,101,8,6.62,26.06,102579.88,1856,0
18963,19:41:24,6/11/21,13989187,156,8,8.19,26.06,102579.88,1855,0
18964,19:41:25,6/11/21,13989898,134,7,7.55,26.06,102579.92,52403,0
18965,19:41:25,6/11/21,13990297,966,180,43.35,26.06,102579.92,4918,0
18966,19:41:25,6/11/21,13990353,169,7,8.53,26.06,102579.92,1850,0
18967,19:41:25,6/11/21,13990410,905,109,31.74,26.06,102579.92,1849,0
18968,19:41:26,6/11/21,13990990,315,8,11.26,26.06,102579.75,52401,0
18969,19:41:26,6/11/21,13991027,666,11,15.21,26.06,102579.75,1849,0
18970,19:41:26,6/11/21,13991634,133,7,7.52,26.06,102579.75,52400,0
18971,19:41:27,6/11/21,13991949,218,9,9.7,26.06,102579.75,3810,0
18972,19:41:27,6/11/21,13992354,705,13,16,26.06,102579.58,1850,0
18973,19:41:28,6/11/21,13992677,132,8,7.5,26.06,102579.99,52400,0
18974,19:41:28,6/11/21,13993289,449,8,12.48,26.06,102579.83,1848,0
18975,19:41:29,6/11/21,13994482,64,7,5.91,26.06,102579.9,52399,0
18976,19:41:29,6/11/21,13994492,179,8,8.8,26.06,102579.9,1848,0
18977,19:41:29,6/11/21,13994593,405,8,12.16,26.06,102579.9,52398,0
18978,19:41:30,6/11/21,13994694,606,9,14.1,26.06,102579.9,3808,0
18979,19:41:30,6/11/21,13994738,534,8,13.12,26.06,102579.9,1850,0
18980,19:41:30,6/11/21,13994923,963,177,43,26.06,102579.9,1849,0
18981,19:41:30,6/11/21,13995064,672,11,15.24,26.06,102579.9,1851,0
18982,19:41:30,6/11/21,13995493,778,33,20.61,26.06,102579.73,1850,0
18983,19:41:31,6/11/21,13995764,186,8,8.97,26.06,102579.73,52401,0
18984,19:41:31,6/11/21,13995891,727,17,17.29,26.06,102579.73,3864,0
