Event,Time,Date,TimeStamp [ms],ADC1,ADC2,SiPM [mV],Temp [C],Presure [Pa],DeadTime [us],Coincident
358,15:51:39,6/11/21,204776,801,42,21.7,22.15,102452.72,1850,1
359,15:51:40,6/11/21,205735,194,9,9.17,22.16,102453.05,52395,0
360,15:51:40,6/11/21,205772,960,169,42.02,22.16,102453.05,1849,1
361,15:51:42,6/11/21,207680,143,8,7.82,22.16,102453.03,104905,0
362,15:51:43,6/11/21,208607,902,104,30.76,22.17,102453.33,52396,0
363,15:51:43,6/11/21,208899,318,8,11.29,22.17,102453.16,1851,0
364,15:51:44,6/11/21,209785,312,9,11.25,22.17,102453.2,52395,0
365,15:51:45,6/11/21,210293,921,131,36,22.17,102453.45,2833,1
366,15:51:45,6/11/21,210675,191,8,9.09,22.17,102453.53,52394,0
367,15:51:46,6/11/21,211630,71,8,5.99,22.17,102453.2,52393,0
368,15:51:47,6/11/21,212062,64,8,5.92,22.18,102453.27,4006,0
369,15:51:48,6/11/21,213199,307,8,11.15,22.18,102453.42,52393,0
370,15:51:48,6/11/21,213313,933,141,37.8,22.18,102453.42,1848,0
371,15:51:48,6/11/21,213373,941,143,38.14,22.18,102453.42,1849,0
372,15:51:49,6/11/21,214335,543,9,13.33,22.18,102453.3,52397,0
373,15:51:49,6/11/21,214749,926,128,35.45,22.18,102453.14,52397,0
374,15:51:49,6/11/21,214941,835,65,24.19,22.18,102453.14,1848,0
375,15:51:50,6/11/21,215299,796,44,21.89,22.19,102453.38,3811,1
376,15:51:50,6/11/21,215559,126,6,7.32,22.19,102453.46,52395,0
377,15:51:51,6/11/21,216562,76,8,6.07,22.19,102453.03,52395,0
378,15:51:51,6/11/21,216690,686,11,15.29,22.19,102453.03,1848,0
379,15:51:52,6/11/21,217226,96,8,6.49,22.19,102453.28,1848,0
380,15:51:52,6/11/21,217349,728,17,17.29,22.19,102453.28,1847,0
381,15:51:52,6/11/21,217778,864,77,25.89,22.19,102452.95,52398,0
382,15:51:53,6/11/21,218847,87,8,6.28,22.2,102452.86,54357,0
383,15:51:54,6/11/21,219179,81,8,6.15,22.2,102452.9,1848,0
384,15:51:54,6/11/21,219190,102,8,6.65,22.2,102452.9,1848,0
385,15:51:54,6/11/21,219996,661,10,14.88,22.2,102452.78,52397,0
386,15:51:56,6/11/21,221141,786,34,20.76,22.21,102452.94,53378,0
387,15:51:56,6/11/21,221228,336,8,11.51,22.21,102452.94,1851,0
388,15:51:57,6/11/21,222182,94,7,6.44,22.21,102452.84,52391,0
389,15:51:57,6/11/21,222764,890,93,28.66,22.21,102452.51,54500,0
390,15:51:58,6/11/21,223857,688,12,15.63,22.21,102452.5,52395,0
391,15:51:58,6/11/21,223890,114,8,6.98,22.21,102452.5,1848,0
392,15:51:59,6/11/21,224698,198,8,9.25,22.21,102452.16,52392,0
393,15:52:00,6/11/21,225018,681,10,14.94,22.22,102452.21,1848,0
394,15:52:00,6/11/21,225692,973,296,56.42,22.22,102452.45,52398,0
395,15:52:01,6/11/21,226320,955,182,43.58,22.22,102452.03,1849,0
396,15:52:02,6/11/21,227238,944,148,38.97,22.22,102451.86,54360,1
397,15:52:02,6/11/21,227267,892,92,28.48,22.22,102451.94,1851,0
398,15:52:02,6/11/21,227643,966,228,48.03,22.22,102451.94,52396,0
399,15:52:02,6/11/21,227820,306,8,11.14,22.23,102452.19,1848,0
400,15:52:02,6/11/21,227938,661,9,14.57,22.23,102452.19,1847,0
401,15:52:03,6/11/21,228075,123,7,7.23,22.23,102452.19,1848,0
402,15:52:03,6/11/21,228362,720,15,16.67,22.23,102452.27,3813,0
403,15:52:03,6/11/21,228499,167,8,8.48,22.23,102452.27,1848,0
404,15:52:04,6/11/21,229842,78,8,6.1,22.23,102451.67,102960,0
405,15:52:04,6/11/21,229995,401,9,12.19,22.23,102451.67,2830,0
406,15:52:05,6/11/21,230435,581,9,13.78,22.23,102451.69,1849,0
407,15:52:06,6/11/21,231072,149,7,7.98,22.24,102451.59,52398,0
408,15:52:06,6/11/21,231695,672,11,15.24,22.24,102451.34,52396,0
409,15:52:07,6/11/21,232021,635,10,14.66,22.24,102451.34,3953,0
410,15:52:07,6/11/21,232189,871,81,26.54,22.24,102451.58,1850,0
411,15:52:07,6/11/21,232196,163,8,8.38,22.24,102451.58,1848,0
412,15:52:07,6/11/21,232609,974,297,56.58,22.24,102451.58,52395,0
413,15:52:09,6/11/21,234770,513,8,12.93,22.25,102450.61,102946,0
414,15:52:10,6/11/21,235098,763,24,19.09,22.25,102450.27,1849,0
415,15:52:10,6/11/21,235964,982,576,99.58,22.25,102450.86,52397,0
416,15:52:11,6/11/21,236097,110,8,6.86,22.25,102450.94,3812,0
417,15:52:11,6/11/21,236965,305,9,11.16,22.25,102450.59,52395,0
418,15:52:13,6/11/21,238193,167,8,8.48,22.26,102450.41,52394,0
419,15:52:15,6/11/21,240484,789,45,21.97,22.27,102450.45,102944,1
420,15:52:15,6/11/21,240814,160,8,8.3,22.27,102450.45,53379,0
421,15:52:16,6/11/21,241396,588,9,13.87,22.27,102450.53,1847,0
422,15:52:16,6/11/21,241958,424,8,12.3,22.27,102450.61,52396,0
423,15:52:17,6/11/21,242250,688,11,15.29,22.27,102450.61,3950,0
424,15:52:17,6/11/21,242761,392,8,12.06,22.27,102450.65,52398,0
425,15:52:18,6/11/21,243388,848,71,24.99,22.28,102450.56,1847,0
426,15:52:19,6/11/21,244251,669,14,16.06,22.28,102450.39,52397,0
427,15:52:19,6/11/21,244881,447,8,12.46,22.28,102450.47,52395,0
428,15:52:19,6/11/21,244954,91,8,6.37,22.28,102450.47,1846,0
429,15:52:20,6/11/21,245107,631,9,14.38,22.28,102450.47,1846,0
430,15:52:20,6/11/21,245304,110,7,6.86,22.28,102450.47,3813,0
431,15:52:20,6/11/21,245948,689,11,15.3,22.28,102450.94,52398,0
432,15:52:21,6/11/21,246119,123,8,7.24,22.28,102450.94,1848,0
433,15:52:21,6/11/21,246373,796,37,21.15,22.28,102450.59,1848,0
434,15:52:22,6/11/21,247264,85,8,6.24,22.29,102450.84,52394,0
435,15:52:22,6/11/21,247341,114,8,6.98,22.29,102450.5,1847,0
436,15:52:22,6/11/21,247495,898,103,30.56,22.29,102450.5,1846,0
437,15:52:22,6/11/21,247601,71,8,5.99,22.29,102450.5,54302,0
438,15:52:22,6/11/21,247606,160,8,8.3,22.29,102450.5,1845,0
439,15:52:23,6/11/21,248389,320,8,11.32,22.29,102450.41,1847,0
440,15:52:23,6/11/21,248989,964,179,43.24,22.29,102450.83,52397,0
441,15:52:24,6/11/21,249674,107,8,6.78,22.29,102450.91,52396,0
442,15:52:25,6/11/21,250295,99,7,6.57,22.3,102450.81,2592,0
443,15:52:26,6/11/21,251655,681,12,15.6,22.3,102450.7,102941,0
444,15:52:27,6/11/21,252102,85,9,6.24,22.3,102450.77,5140,0
445,15:52:27,6/11/21,252263,76,8,6.07,22.3,102450.85,1848,0
446,15:52:27,6/11/21,252613,451,8,12.49,22.3,102450.85,52392,0
447,15:52:28,6/11/21,253082,747,22,18.62,22.31,102451.09,1847,0
448,15:52:28,6/11/21,253264,929,131,36.01,22.31,102450.76,1851,0
449,15:52:28,6/11/21,253604,120,7,7.15,22.31,102450.76,52396,0
450,15:52:29,6/11/21,254488,924,136,36.92,22.31,102450.91,3811,0
451,15:52:29,6/11/21,254798,713,13,16.01,22.31,102451.09,52397,0
452,15:52:30,6/11/21,255688,716,14,16.35,22.32,102451.42,52396,0
453,15:52:31,6/11/21,256461,632,10,14.63,22.32,102451.09,1850,0
454,15:52:31,6/11/21,256750,837,66,24.32,22.32,102451.16,52396,0
455,15:52:31,6/11/21,256778,166,8,8.46,22.32,102451.16,1850,0
456,15:52:32,6/11/21,257227,150,8,8.02,22.32,102451.41,1845,0
457,15:52:33,6/11/21,258467,142,8,7.79,22.33,102451.15,54356,0
458,15:52:34,6/11/21,259606,84,9,6.22,22.33,102451.11,102943,0
459,15:52:34,6/11/21,259796,391,8,12.05,22.33,102451.11,2594,0
460,15:52:34,6/11/21,259896,68,8,5.95,22.33,102451.11,1847,0
461,15:52:35,6/11/21,260180,412,9,12.28,22.33,102451.19,1847,0
462,15:52:35,6/11/21,260948,838,67,24.44,22.34,102451.09,52396,0
463,15:52:36,6/11/21,261052,738,17,17.31,22.34,102451.09,1850,0
464,15:52:36,6/11/21,261807,127,8,7.35,22.34,102451.34,54496,0
465,15:52:36,6/11/21,261969,792,36,21.02,22.34,102451.17,1848,0
466,15:52:37,6/11/21,262135,406,8,12.17,22.34,102451.17,1849,0
467,15:52:37,6/11/21,262361,579,9,13.75,22.34,102451.17,1849,0
468,15:52:39,6/11/21,264357,130,7,7.44,22.35,102451.73,102941,0
469,15:52:39,6/11/21,264416,256,8,10.39,22.35,102451.92,1850,0
470,15:52:39,6/11/21,264422,182,8,8.87,22.35,102451.92,1846,0
471,15:52:39,6/11/21,264900,654,10,14.83,22.35,102452,54409,0
472,15:52:40,6/11/21,265054,450,8,12.48,22.35,102452,1849,0
473,15:52:40,6/11/21,265244,644,10,14.75,22.35,102452,1848,0
474,15:52:41,6/11/21,266745,642,9,14.47,22.36,102451.82,102943,0
475,15:52:42,6/11/21,267799,702,14,16.31,22.36,102451.56,52394,0
476,15:52:43,6/11/21,268071,915,122,34.3,22.36,102451.56,1851,0
477,15:52:43,6/11/21,268628,165,7,8.42,22.36,102451.64,52395,0
478,15:52:43,6/11/21,268669,407,7,12.11,22.36,102451.64,3810,0
479,15:52:43,6/11/21,268750,970,246,49.82,22.36,102451.64,1849,0
480,15:52:44,6/11/21,269139,576,9,13.72,22.36,102451.85,1849,0
481,15:52:44,6/11/21,269498,608,9,14.12,22.36,102451.69,1850,0
482,15:52:45,6/11/21,270156,415,8,12.24,22.37,102451.94,52396,0
483,15:52:46,6/11/21,271426,107,8,6.78,22.37,102452.09,53141,0
484,15:52:46,6/11/21,271603,148,8,7.96,22.37,102452.09,52394,0
485,15:52:46,6/11/21,271897,221,8,9.75,22.37,102451.91,3951,0
486,15:52:48,6/11/21,273233,131,8,7.47,22.38,102452.24,52392,0
487,15:52:48,6/11/21,273359,121,8,7.18,22.38,102452.24,1847,0
488,15:52:49,6/11/21,274672,116,8,7.03,22.38,102452.2,102939,0
489,15:52:50,6/11/21,275639,422,8,12.29,22.38,102452.27,52394,0
490,15:52:50,6/11/21,275903,199,8,9.28,22.38,102452.27,1848,0
491,15:52:52,6/11/21,277250,137,8,7.64,22.39,102452.06,52393,0
492,15:52:52,6/11/21,277727,124,8,7.27,22.39,102451.89,54356,0
493,15:52:52,6/11/21,277868,204,8,9.39,22.39,102451.89,1847,0
494,15:52:53,6/11/21,278458,152,8,8.07,22.39,102452.31,1846,0
495,15:52:53,6/11/21,278638,229,8,9.91,22.39,102452.38,52395,0
496,15:52:53,6/11/21,278729,544,9,13.34,22.39,102452.38,1847,0
497,15:52:55,6/11/21,280110,229,8,9.91,22.4,102452.27,52397,0
498,15:52:56,6/11/21,281124,967,334,62.97,22.4,102452.59,53137,0
499,15:52:56,6/11/21,281445,908,110,31.95,22.4,102452.42,3953,0
500,15:52:56,6/11/21,281495,572,9,13.67,22.4,102452.42,1848,0
501,15:52:56,6/11/21,281721,971,364,68.39,22.4,102452.42,52394,0
502,15:52:56,6/11/21,281975,932,138,37.28,22.4,102452.5,1850,1
503,15:52:58,6/11/21,283732,576,9,13.72,22.41,102452.15,102942,0
504,15:52:58,6/11/21,283765,797,38,21.27,22.41,102452.15,1850,0
505,15:52:59,6/11/21,284679,806,52,22.7,22.41,102452.06,54410,0
506,15:53:00,6/11/21,285766,210,8,9.52,22.41,102451.94,52396,0
507,15:53:01,6/11/21,286179,957,197,45.14,22.42,102452.02,1848,1
508,15:53:03,6/11/21,288616,587,9,13.86,22.42,102451.71,153489,0
509,15:53:04,6/11/21,289111,126,8,7.32,22.43,102451.78,1849,0
510,15:53:04,6/11/21,289187,964,193,44.74,22.43,102451.78,1848,0
511,15:53:04,6/11/21,289748,965,192,44.64,22.43,102451.66,52397,0
512,15:53:05,6/11/21,290204,964,329,62.07,22.43,102451.66,4728,0
513,15:53:06,6/11/21,291706,961,272,52.91,22.44,102451.23,102945,0
514,15:53:06,6/11/21,291768,570,9,13.64,22.44,102451.23,1852,0
515,15:53:07,6/11/21,292091,974,569,98.1,22.44,102451.23,1849,0
516,15:53:08,6/11/21,293405,912,117,33.32,22.44,102451.05,52398,0
517,15:53:08,6/11/21,293632,107,8,6.78,22.44,102451.05,52399,0
518,15:53:09,6/11/21,294015,704,13,16,22.44,102451.12,1849,0
519,15:53:09,6/11/21,294730,146,8,7.9,22.45,102451,54365,0
520,15:53:09,6/11/21,294959,908,110,31.95,22.45,102451,1847,0
521,15:53:09,6/11/21,294961,694,12,15.64,22.45,102451,1850,0
522,15:53:09,6/11/21,294969,769,26,19.49,22.45,102451,1849,0
523,15:53:10,6/11/21,295334,203,9,9.38,22.45,102450.67,1850,0
524,15:53:11,6/11/21,296262,870,84,27.02,22.45,102450.58,52396,1
525,15:53:12,6/11/21,297552,963,262,51.64,22.45,102450.56,102945,0
526,15:53:12,6/11/21,297659,827,65,24.17,22.45,102450.56,3813,0
527,15:53:14,6/11/21,298888,977,687,124.14,22.46,102450.48,52394,0
528,15:53:14,6/11/21,299258,116,8,7.03,22.46,102450.31,1850,0
529,15:53:14,6/11/21,299558,929,133,36.38,22.46,102450.38,52393,0
530,15:53:14,6/11/21,299666,608,8,13.92,22.46,102450.38,2593,0
531,15:53:16,6/11/21,301051,126,8,7.32,22.46,102450.48,52392,0
532,15:53:16,6/11/21,301751,187,7,8.98,22.46,102450.48,52393,0
533,15:53:19,6/11/21,304038,921,134,36.55,22.47,102450.38,105049,0
534,15:53:19,6/11/21,304330,86,7,6.26,22.47,102450.38,1858,0
535,15:53:19,6/11/21,304445,373,8,11.89,22.47,102450.45,1853,0
536,15:53:19,6/11/21,304490,928,133,36.38,22.47,102450.45,1847,0
537,15:53:19,6/11/21,304741,602,8,13.85,22.47,102450.45,52397,0
538,15:53:19,6/11/21,304827,66,10,5.94,22.47,102450.45,1847,0
539,15:53:19,6/11/21,304880,473,4,12.24,22.47,102450.28,3864,0
540,15:53:20,6/11/21,305833,132,7,7.49,22.48,102450.36,52393,0
541,15:53:21,6/11/21,306310,366,8,11.82,22.48,102450.41,1849,0
542,15:53:21,6/11/21,306843,598,9,14,22.48,102450.31,52392,0
543,15:53:22,6/11/21,307124,955,163,41.22,22.48,102450.31,1848,0
544,15:53:22,6/11/21,307137,178,8,8.77,22.48,102450.31,1850,0
545,15:53:22,6/11/21,307332,765,26,19.48,22.48,102449.98,1847,0
546,15:53:22,6/11/21,307827,955,152,39.6,22.48,102450.23,54359,0
547,15:53:23,6/11/21,307926,900,106,31.14,22.48,102450.23,1849,0
548,15:53:23,6/11/21,308245,861,78,26.04,22.48,102450.23,1850,1
549,15:53:24,6/11/21,309214,90,8,6.35,22.49,102449.97,52396,0
550,15:53:24,6/11/21,309337,950,149,39.13,22.49,102450.22,1847,1
551,15:53:25,6/11/21,310045,927,139,37.45,22.49,102449.88,52400,0
552,15:53:25,6/11/21,310300,968,294,56.1,22.49,102449.95,2600,0
553,15:53:25,6/11/21,310746,310,8,11.19,22.49,102450,54499,0
554,15:53:26,6/11/21,310941,569,8,13.48,22.49,102450,1847,0
555,15:53:26,6/11/21,311643,438,9,12.47,22.49,102449.67,52392,0
556,15:53:27,6/11/21,312076,242,8,10.15,22.5,102449.74,1849,0
557,15:53:28,6/11/21,312945,722,15,16.68,22.5,102449.62,52398,0
558,15:53:28,6/11/21,313166,955,155,40.06,22.5,102449.29,1855,0
559,15:53:28,6/11/21,313393,966,196,45.04,22.5,102449.29,1849,0
560,15:53:29,6/11/21,314231,165,8,8.43,22.5,102449.61,54360,0
561,15:53:29,6/11/21,314794,610,9,14.15,22.5,102449.27,52393,0
562,15:53:30,6/11/21,315130,961,260,51.4,22.51,102449.35,1849,1
563,15:53:30,6/11/21,315208,185,8,8.95,22.51,102449.35,1851,0
564,15:53:30,6/11/21,315846,407,8,12.18,22.51,102449.26,52393,0
565,15:53:31,6/11/21,316018,72,11,6.01,22.51,102449.26,1846,0
566,15:53:31,6/11/21,316146,91,8,6.37,22.51,102448.92,1850,0
567,15:53:33,6/11/21,318089,126,8,7.32,22.52,102448.8,104898,0
568,15:53:33,6/11/21,318864,697,12,15.65,22.52,102448.62,52395,0
569,15:53:36,6/11/21,321291,144,8,7.85,22.52,102448.52,102947,0
570,15:53:36,6/11/21,321587,634,9,14.4,22.53,102448.73,53140,0
571,15:53:36,6/11/21,321615,837,72,25.1,22.53,102448.73,1849,1
572,15:53:36,6/11/21,321854,891,92,28.48,22.53,102448.73,1850,0
573,15:53:37,6/11/21,322347,154,8,8.13,22.53,102448.56,1849,0
574,15:53:37,6/11/21,322483,584,9,13.82,22.53,102448.81,4005,0
575,15:53:38,6/11/21,323298,657,10,14.85,22.53,102448.64,52393,0
576,15:53:38,6/11/21,323385,210,8,9.52,22.53,102448.64,1850,0
577,15:53:38,6/11/21,323600,931,137,37.1,22.53,102448.72,52392,0
578,15:53:38,6/11/21,323669,450,8,12.48,22.53,102448.72,1850,0
579,15:53:39,6/11/21,324082,86,8,6.26,22.53,102448.72,1847,0
580,15:53:39,6/11/21,324359,975,311,58.9,22.53,102448.72,3809,0
581,15:53:40,6/11/21,325251,815,56,23.13,22.54,102448.84,52396,1
582,15:53:40,6/11/21,325722,361,8,11.77,22.54,102448.67,52396,0
583,15:53:43,6/11/21,327994,133,8,7.53,22.54,102448.55,102938,0
584,15:53:43,6/11/21,328467,442,8,12.43,22.55,102448.95,1848,0
585,15:53:45,6/11/21,330006,170,8,8.56,22.55,102449.45,102940,0
586,15:53:45,6/11/21,330625,411,8,12.21,22.55,102449.27,53139,0
587,15:53:46,6/11/21,331287,756,24,19.07,22.55,102449.52,3950,0
588,15:53:46,6/11/21,331305,980,539,92.57,22.55,102449.52,1850,1
589,15:53:46,6/11/21,331767,71,8,5.99,22.56,102449.59,52396,0
590,15:53:47,6/11/21,331983,259,8,10.44,22.56,102449.59,1846,0
591,15:53:47,6/11/21,331994,810,54,22.91,22.56,102449.59,1849,0
592,15:53:47,6/11/21,332625,974,437,79.4,22.56,102449.44,52396,1
593,15:53:47,6/11/21,332765,594,9,13.95,22.56,102449.81,1849,0
594,15:53:48,6/11/21,332949,754,23,18.86,22.56,102449.81,3811,0
595,15:53:48,6/11/21,333335,902,100,30,22.56,102450.06,1850,0
596,15:53:48,6/11/21,333693,558,10,13.62,22.56,102449.89,52394,0
597,15:53:49,6/11/21,333985,83,8,6.19,22.56,102449.89,1850,0
598,15:53:49,6/11/21,334061,538,8,13.15,22.56,102449.89,1848,0
599,15:53:49,6/11/21,334135,736,18,17.59,22.56,102449.89,1847,0
600,15:53:49,6/11/21,334422,158,7,8.23,22.56,102450.13,1849,0
601,15:53:51,6/11/21,336240,733,19,17.85,22.57,102450.12,104900,0
602,15:53:51,6/11/21,336305,959,157,40.36,22.57,102450.12,1857,0
603,15:53:51,6/11/21,336756,121,8,7.18,22.57,102450.12,52402,0
604,15:53:53,6/11/21,338221,753,23,18.85,22.57,102450.41,52397,0
605,15:53:53,6/11/21,338446,158,8,8.24,22.57,102450.41,1851,0
606,15:53:53,6/11/21,338592,69,7,5.96,22.58,102450.46,52393,0
607,15:53:56,6/11/21,340920,142,8,7.79,22.58,102450.11,102938,0
608,15:53:58,6/11/21,343109,588,9,13.87,22.59,102449.67,105875,0
609,15:53:58,6/11/21,343313,689,11,15.3,22.59,102449.67,1851,0
610,15:53:59,6/11/21,343914,407,9,12.24,22.59,102449.72,52395,0
611,15:53:59,6/11/21,344736,718,15,16.67,22.59,102449.38,52398,0
612,15:54:01,6/11/21,346139,514,8,12.94,22.6,102449.54,52401,0
613,15:54:01,6/11/21,346433,963,205,45.9,22.6,102449.95,1849,1
614,15:54:02,6/11/21,347014,72,8,6,22.6,102449.78,52395,0
615,15:54:02,6/11/21,347110,962,171,42.27,22.6,102449.78,3811,0
616,15:54:02,6/11/21,347637,119,8,7.12,22.6,102450.02,52396,0
617,15:54:03,6/11/21,348783,229,8,9.91,22.6,102449.94,52395,0
618,15:54:04,6/11/21,348910,786,36,21.01,22.61,102450.34,1848,0
619,15:54:04,6/11/21,349497,143,8,7.82,22.61,102450.19,1850,0
620,15:54:04,6/11/21,349847,633,9,14.4,22.61,102450.2,52393,0
621,15:54:05,6/11/21,350411,958,190,44.43,22.61,102450.03,2593,0
622,15:54:06,6/11/21,350984,84,8,6.21,22.61,102450.27,54501,0
623,15:54:06,6/11/21,351247,629,9,14.36,22.61,102449.94,1848,0
624,15:54:07,6/11/21,352407,897,104,30.75,22.61,102449.52,52396,0
625,15:54:09,6/11/21,354758,91,7,6.37,22.62,102449.41,153489,0
626,15:54:09,6/11/21,354802,671,11,15.24,22.62,102449.41,1850,0
627,15:54:09,6/11/21,354860,261,8,10.48,22.62,102449.41,1848,0
628,15:54:10,6/11/21,355032,789,35,20.89,22.62,102449.41,3810,0
629,15:54:11,6/11/21,356476,744,21,18.38,22.63,102449.53,52397,0
630,15:54:12,6/11/21,357231,594,9,13.95,22.63,102449.27,52398,0
631,15:54:12,6/11/21,357235,562,8,13.4,22.63,102449.27,1850,0
632,15:54:12,6/11/21,357327,247,8,10.24,22.63,102449.27,1847,0
633,15:54:12,6/11/21,357452,386,9,12.06,22.63,102449.27,1847,0
634,15:54:12,6/11/21,357481,79,7,6.12,22.63,102449.27,1849,0
635,15:54:12,6/11/21,357486,972,333,62.79,22.63,102449.27,3812,0
636,15:54:12,6/11/21,357865,191,8,9.09,22.63,102449.35,52394,0
637,15:54:13,6/11/21,357920,735,19,17.85,22.63,102449.35,1847,0
638,15:54:14,6/11/21,358931,672,10,14.92,22.63,102449.26,52396,0
639,15:54:14,6/11/21,359172,277,8,10.73,22.64,102449.67,1850,0
640,15:54:15,6/11/21,359905,396,8,12.09,22.64,102450.09,52395,0
641,15:54:15,6/11/21,360734,828,66,24.29,22.64,102449.8,53139,0
642,15:54:16,6/11/21,361081,781,34,20.75,22.64,102450.21,4006,0
643,15:54:16,6/11/21,361131,741,20,18.13,22.64,102450.21,1850,0
644,15:54:16,6/11/21,361431,67,8,5.94,22.64,102450.21,1848,0
645,15:54:16,6/11/21,361563,676,11,15.26,22.65,102450.45,52392,0
646,15:54:17,6/11/21,362080,970,525,90.32,22.65,102450.28,1849,0
647,15:54:17,6/11/21,362466,109,8,6.84,22.65,102450.5,1850,0
648,15:54:18,6/11/21,362888,969,313,59.24,22.65,102450.5,52393,0
649,15:54:19,6/11/21,363979,107,8,6.78,22.65,102450.98,54360,0
650,15:54:19,6/11/21,364202,183,8,8.9,22.65,102450.98,1847,0
651,15:54:19,6/11/21,364210,908,112,32.34,22.65,102450.98,1847,1
652,15:54:20,6/11/21,365655,908,112,32.34,22.66,102450.77,102943,1
653,15:54:21,6/11/21,366001,308,7,11.13,22.66,102450.44,1851,0
654,15:54:21,6/11/21,366070,638,9,14.44,22.66,102450.44,1849,0
655,15:54:21,6/11/21,366192,578,9,13.74,22.66,102450.44,1848,0
656,15:54:21,6/11/21,366582,974,396,73.72,22.66,102450.35,54357,0
657,15:54:21,6/11/21,366874,227,8,9.87,22.66,102450.19,1849,0
658,15:54:22,6/11/21,367291,940,145,38.48,22.66,102450.19,1846,0
659,15:54:22,6/11/21,367348,852,76,25.71,22.66,102450.43,1851,0
660,15:54:22,6/11/21,367803,959,175,42.76,22.66,102450.43,52395,0
661,15:54:23,6/11/21,367954,516,7,12.85,22.67,102450.67,1849,0
662,15:54:23,6/11/21,368323,93,8,6.42,22.67,102450.17,1849,0
663,15:54:23,6/11/21,368442,434,9,12.45,22.67,102450.17,3809,0
664,15:54:23,6/11/21,368837,956,153,39.76,22.67,102450.41,52396,0
665,15:54:24,6/11/21,369063,960,251,50.36,22.67,102450.41,1850,0
666,15:54:24,6/11/21,369118,128,7,7.38,22.67,102450.41,1850,0
667,15:54:24,6/11/21,369430,960,172,42.4,22.67,102450.25,1848,0
668,15:54:24,6/11/21,369698,592,9,13.92,22.67,102450.25,52398,0
669,15:54:25,6/11/21,370598,151,7,8.04,22.67,102450.53,55463,0
670,15:54:27,6/11/21,372451,158,8,8.24,22.68,102449.85,52394,0
671,15:54:27,6/11/21,372736,553,9,13.44,22.68,102449.94,52394,0
672,15:54:28,6/11/21,373366,957,170,42.15,22.68,102449.59,1849,0
673,15:54:29,6/11/21,373891,126,8,7.32,22.68,102449.31,52395,0
674,15:54:30,6/11/21,374922,740,21,18.36,22.69,102448.88,52396,0
675,15:54:32,6/11/21,376903,596,9,13.97,22.69,102448.5,102946,0
676,15:54:32,6/11/21,376921,964,190,44.43,22.69,102448.5,3813,0
677,15:54:33,6/11/21,377967,68,8,5.95,22.69,102448.41,52393,0
678,15:54:33,6/11/21,378300,966,271,52.78,22.7,102448.32,1847,0
679,15:54:33,6/11/21,378336,922,125,34.88,22.7,102448.32,1850,1
680,15:54:33,6/11/21,378699,727,17,17.29,22.7,102447.98,52396,0
681,15:54:33,6/11/21,378809,295,8,10.99,22.7,102447.98,1849,0
682,15:54:34,6/11/21,379619,179,8,8.8,22.7,102447.72,52394,0
683,15:54:34,6/11/21,379833,170,7,8.56,22.7,102447.72,4916,1
684,15:54:35,6/11/21,380097,420,9,12.34,22.7,102447.97,1849,0
685,15:54:35,6/11/21,380293,159,8,8.27,22.7,102447.97,1851,0
686,15:54:36,6/11/21,381320,656,10,14.85,22.7,102447.55,52392,0
687,15:54:36,6/11/21,381602,357,8,11.73,22.71,102447.59,52396,0
688,15:54:37,6/11/21,382569,901,105,30.95,22.71,102447.5,52394,0
689,15:54:37,6/11/21,382692,930,136,36.92,22.71,102447.5,1850,0
690,15:54:37,6/11/21,382776,593,9,13.93,22.71,102447.5,3812,0
691,15:54:39,6/11/21,384243,629,9,14.36,22.71,102447.07,52396,0
692,15:54:39,6/11/21,384330,426,9,12.39,22.71,102447.07,1850,0
693,15:54:39,6/11/21,384748,251,7,10.29,22.71,102447.31,52396,0
694,15:54:40,6/11/21,384976,611,9,14.16,22.72,102447.23,1849,0
695,15:54:41,6/11/21,386372,846,76,25.69,22.72,102446.97,52398,0
696,15:54:41,6/11/21,386435,74,8,6.03,22.72,102446.97,1851,0
697,15:54:41,6/11/21,386453,193,8,9.14,22.72,102446.97,3809,0
698,15:54:41,6/11/21,386837,953,149,39.13,22.72,102446.97,52392,1
699,15:54:42,6/11/21,386976,954,155,40.06,22.72,102447.05,1850,1
700,15:54:43,6/11/21,388639,730,16,17,22.72,102446.72,102941,0
701,15:54:44,6/11/21,389432,63,8,5.91,22.73,102446.62,1851,0
